game_id,category,clue,answer,value,round
8998,FACE BOOKS,"He deciphered the power (& plot) of hero myths in his 1949 work ""The Hero with a Thousand Faces""",UNKNOWN,1200,Double Jeopardy
8998,INSTA-GRAHAM,"Honey Maid Graham crackers posted a hack for making these treats: put the chocolate inside the marshmallow, then roast",UNKNOWN,1200,Double Jeopardy
8998,CANALS,"When the Elbe Lateral Canal opened in 1977, it allowed ships traveling to this port to avoid passing through East Germany",UNKNOWN,1600,Double Jeopardy
8998,"""I"" + 4","William Butler Yeats got nationalistic as he urged these ""Poets, learn your trade, sing whatever is well made""",UNKNOWN,1600,Double Jeopardy
8998,TOO MUCH OF SOMETHING,"Hyperlipidemia, too much fat in the blood, is caused by an excess of this substance provided by your own liver plus pork & donuts",UNKNOWN,1600,Double Jeopardy
8998,TICK TOCK,"A victim of sexist obscurity, this kind of timepiece stands between 5 & 6' tall, like one appraised on ""Antiques Roadshow"" in 2012",UNKNOWN,0,Double Jeopardy
8998,FACE BOOKS,Tea Cake is Janie Crawford's third husband in this classic by Zora Neale Hurston,UNKNOWN,1600,Double Jeopardy
8998,INSTA-GRAHAM,"The official account of her dance company posted a video of her dancing in ""Appalachian Spring"" in 1947",UNKNOWN,1600,Double Jeopardy
8998,CANALS,"This Asian capital has been called the ""Venice of the East"", though most of the smaller khlongs or canals have been filled in",UNKNOWN,2000,Double Jeopardy
8998,"""I"" + 4","In ""Doctor Faustus"" Christopher Marlowe uses this name for Troy",UNKNOWN,2000,Double Jeopardy
8998,TOO MUCH OF SOMETHING,"To us this Greek word means excess pride; to Aristotle, it meant shaming   others for one's own pleasure (perhaps out of pride)",UNKNOWN,0,Double Jeopardy
8998,TICK TOCK,In the early '60s this Greek-letter brand was a big deal with JFK's Slimline & Mercury astronaut Wally Schirra's Speedmaster,UNKNOWN,2000,Double Jeopardy
8998,FACE BOOKS,Cultural appropriation is at the heart of this novel by R.F. Kuang; a white woman steals a manuscript written by her Asian friend,UNKNOWN,2000,Double Jeopardy
8998,INSTA-GRAHAM,He often posts about his BBC chat show & his GN wine,UNKNOWN,2000,Double Jeopardy
8998,ANCIENT ANIMALS,The first fossils of these creatures with an elongated 4th digit were described in 1784 by naturalist Cosimo Collini,UNKNOWN,0,Final Jeopardy
8997,FACTS ABOUT WORLD WAR I,"To confuse & thwart infiltrators, blind alleys with dead ends & zigzag patterns were used as part of constructing these",UNKNOWN,200,Jeopardy
8997,THEY COME IN PAIRS,"Before these were tiny headphones, the term referred to little shoots of young corn",UNKNOWN,200,Jeopardy
8997,WORDS IN A DICKENS TITLE,To wrench an ankle; ouch!,UNKNOWN,200,Jeopardy
8997,"PUTTING THE ""T"" IN TV",Emeril Lagasse & Wolfgang Puck have served as judges on this competition that's been cooking since 2006,UNKNOWN,200,Jeopardy
8997,SCIENCE: MISSED IT BY THAT MUCH,"""How Deep Is"" this, asks a song standard--a 2010 estimate says 12,080' mean depth so John Murray in 1888 was pretty close at 12,480'",UNKNOWN,200,Jeopardy
8997,"ROCK, PAPER, SCISSORS",You'll want to use paper called kami that's thinner & often 6 inches square for this craft with a Japanese name,UNKNOWN,200,Jeopardy
8997,FACTS ABOUT WORLD WAR I,"In 1915, British troops landed at Cape Helles near Gallipoli to try to seize this strait whose old name may be an easier get",UNKNOWN,400,Jeopardy
8997,THEY COME IN PAIRS,A 90-pack--that's 45 pairs!--of these from Bausch & Lomb should keep things clear for awhile,UNKNOWN,400,Jeopardy
8997,WORDS IN A DICKENS TITLE,It's said to have finished off the nosy feline,UNKNOWN,400,Jeopardy
8997,"PUTTING THE ""T"" IN TV","From 1993 to 2001, Chuck Norris was Walker, this",UNKNOWN,400,Jeopardy
8997,SCIENCE: MISSED IT BY THAT MUCH,"In the 1860s John Newlands arranged the 56 known these according to a soon-discredited ""Law of Octaves""",UNKNOWN,400,Jeopardy
8997,"ROCK, PAPER, SCISSORS",This word for heavy scissors used to cut metal or hair tells you what they do,UNKNOWN,400,Jeopardy
8997,FACTS ABOUT WORLD WAR I,"British soldiers during the war were called Tommies & U.S. soldiers were called by this ""flour""-y name",UNKNOWN,600,Jeopardy
8997,THEY COME IN PAIRS,"Before cellphones, every kid wanted a pair of these rhyming handheld communication devices",UNKNOWN,600,Jeopardy
8997,WORDS IN A DICKENS TITLE,Type of fund that invests in diversified securities,UNKNOWN,0,Jeopardy
8997,"PUTTING THE ""T"" IN TV","Tinky Winky, Dipsy, Laa-Laa & Po were the big 4 on this BBC kids' show that opened with a creepy baby face in the rising sun",UNKNOWN,600,Jeopardy
8997,SCIENCE: MISSED IT BY THAT MUCH,"At this 7/16/1945 ""Site"", Fermi's guess on bomb yield was off by half--not bad for tossing paper in the air as the blast wave came",UNKNOWN,600,Jeopardy
8997,"ROCK, PAPER, SCISSORS","Slate & marble are types of this rock, formed in most cases when its mineral composition changes",UNKNOWN,600,Jeopardy
8997,FACTS ABOUT WORLD WAR I,"Allied troops from this Western Hemisphere country stormed Vimy Ridge in 1917; they took it at a cost of nearly 4,000 men",UNKNOWN,800,Jeopardy
8997,THEY COME IN PAIRS,"Galileo made a table of probabilities based on a set of 3 of these, but today we more often see them in pairs",UNKNOWN,800,Jeopardy
8997,WORDS IN A DICKENS TITLE,"As a verb it can mean to sing joyously, perhaps at holiday time",UNKNOWN,800,Jeopardy
8997,"PUTTING THE ""T"" IN TV","It preceded ""The Sarah Connor Chronicles"" in the title of a sci-fi series",UNKNOWN,800,Jeopardy
8997,SCIENCE: MISSED IT BY THAT MUCH,Hipparchus of Bithynia calculated this distance at a bit under 2 million miles; 93 million is more like it,UNKNOWN,800,Jeopardy
8997,"ROCK, PAPER, SCISSORS","If you're baking, this alliterative paper will prevent your batter from sticking to the pan",UNKNOWN,800,Jeopardy
8997,FACTS ABOUT WORLD WAR I,"To halt a German advance during 1914's First Battle of the Marne, 600 of these transports brought 3,000 French troops to the front",UNKNOWN,1000,Jeopardy
8997,THEY COME IN PAIRS,"Up to 7 feet long, the traditional Alaskan type of these are great for walking on deep, dry powder in open country",UNKNOWN,1000,Jeopardy
8997,WORDS IN A DICKENS TITLE,This type of secret cult religion in the ancient Greco-Roman world offered unique experiences unlike those in the standard faiths,UNKNOWN,1000,Jeopardy
8997,"PUTTING THE ""T"" IN TV","Its 8th & last season finale ended with its characters ringing in January 1, 1980",UNKNOWN,1000,Jeopardy
8997,SCIENCE: MISSED IT BY THAT MUCH,"The ""Top 10 Erroneous Results"" from Science News include a 2011 finding that these chargeless particles can outrace light",UNKNOWN,1000,Jeopardy
8997,"ROCK, PAPER, SCISSORS","With roots going back to 1649, this Finnish company began making its distinctive orange-handled scissors in 1967",UNKNOWN,1000,Jeopardy
8997,AMERICAN RIVERS,"Washington State has the White River & the river named ""White"" this type of fish that's known to run",UNKNOWN,400,Double Jeopardy
8997,LITERARY HATERADE,"Nabokov went off on this writer: ""I read him... in the early '40s, something about bells... & bulls & I loathed it""",UNKNOWN,400,Double Jeopardy
8997,ANAGRAMMED ADJECTIVES,Belligerent:ACTIVE MOB,UNKNOWN,400,Double Jeopardy
8997,I'M GIVING A PARTY,"A Rishi Sunakolyte, tycoon Mohamed Mansour gave this U.K. party millions of pounds in 2023",UNKNOWN,400,Double Jeopardy
8997,BY INVITATION ONLY,Invitations to his 1761 coronation depicted him seated beside his queen in Westminster Abbey & angels flying above them,UNKNOWN,400,Double Jeopardy
8997,AMERICAN RIVERS,"The ""Philadelphia Inquirer"" once dubbed this stately waterway ""the river that made Philadelphia""",UNKNOWN,800,Double Jeopardy
8997,LITERARY HATERADE,"Charles Baudelaire gave this ""Candide"" author flowers--of evil!--when he called him ""the king of nincompoops""",UNKNOWN,800,Double Jeopardy
8997,ANAGRAMMED ADJECTIVES,Perplexed:LEWD BEER ID,UNKNOWN,800,Double Jeopardy
8997,RECENTLY ON BILLBOARD'S HOT 100,"Britney Spears praised his recent hit ""Selfish"", but I wouldn't count on seeing the 2 tour together anytime soon",UNKNOWN,800,Double Jeopardy
8997,I'M GIVING A PARTY,"In 2023 James Cameron & Lucy Lawless each gave the New Zealand version of this nature-protecting party NZ$50,000",UNKNOWN,800,Double Jeopardy
8997,BY INVITATION ONLY,"Known for cryptic invitations, Apple teased reporters on the event launch of this music device with ""hint: it's not a Mac""",UNKNOWN,800,Double Jeopardy
8997,AMERICAN RIVERS,"The Gila River makes its way from New Mexico to Arizona, meeting this other river at Yuma",UNKNOWN,0,Double Jeopardy
8997,LITERARY HATERADE,"Norman Mailer bashed this man's fit, saying, ""there is something silly about a man who wears a white suit all the time""",UNKNOWN,1200,Double Jeopardy
8997,ANAGRAMMED ADJECTIVES,No need to recycle:BOB DRIED ALGAE,UNKNOWN,1200,Double Jeopardy
8997,RECENTLY ON BILLBOARD'S HOT 100,"Luke Combs was ""kissin' on a blonde  in a backyard pool"" & let the wild rumpus start with this song, also a kids' book title",UNKNOWN,0,Double Jeopardy
8997,I'M GIVING A PARTY,This ex-NYC mayor gave the Dems big bucks after ending his 2020 campaign & in 2024 got the Presidential Medal of Freedom,UNKNOWN,1200,Double Jeopardy
8997,BY INVITATION ONLY,These parties date from 1809 & invitations to dance with & meet the new president are often collectible,UNKNOWN,1200,Double Jeopardy
8997,AMERICAN RIVERS,"Virginia's largest river is this one that's been dubbed the ""Founding River"" due to its role in American history",UNKNOWN,1600,Double Jeopardy
8997,LITERARY HATERADE,"Oscar Wilde said there were 2 ways to dislike poetry, 1: just to dislike it. 2: to like this ""Rape of the Lock"" poet",UNKNOWN,1600,Double Jeopardy
8997,ANAGRAMMED ADJECTIVES,Faultless:CAMEL BICEP,UNKNOWN,1600,Double Jeopardy
8997,RECENTLY ON BILLBOARD'S HOT 100,"Dua Lipa sang, ""I come & I go, tell me all the ways you need me, I'm not here for long, catch me or I go"" this man",UNKNOWN,1600,Double Jeopardy
8997,I'M GIVING A PARTY,Mining company Vedanta has given this current Indian prime minister's BJP Party billions of rupees,UNKNOWN,1600,Double Jeopardy
8997,AMERICAN RIVERS,"A source of hydroelectric power for South Carolina, the Catawba River rises in these mountains to the north",UNKNOWN,2000,Double Jeopardy
8997,LITERARY HATERADE,"W.H. Auden went in on this 19th century Brit, saying that ""his wife""--also a poet--""probably didn't care for him very much""",UNKNOWN,2000,Double Jeopardy
8997,ANAGRAMMED ADJECTIVES,Full of wisdom:GLOBAL WEEKEND,UNKNOWN,2000,Double Jeopardy
8997,RECENTLY ON BILLBOARD'S HOT 100,"In what must have been a nice week in 2024 for this rapper, ""Redrum"" & ""Née-Nah"" were 2 of his 14 tunes on the chart",UNKNOWN,2000,Double Jeopardy
8997,FAMOUS WOMEN,"Adding to her nickname, one legend claimed that earlier in life, she was saved from drowning by family friend Mark Twain",UNKNOWN,0,Final Jeopardy
8996,MEDALISTS IN PARIS,"Richard Norris Williams won Olympic gold in 1924, 12 years after jumping off this ship into icy water & almost losing his legs",UNKNOWN,200,Jeopardy
8996,IT BORDERS BOTH COUNTRIES,Norway &Mongolia,UNKNOWN,200,Jeopardy
8996,TELE VISION,"In Season 2 of this show, Kali, aka Eight, has psychic powers & mentors Eleven",UNKNOWN,200,Jeopardy
8996,DANGER BIRD,The feathers of the hooded pitohui secrete the same toxin as the skin of these frogs named for deadly projectiles,UNKNOWN,200,Jeopardy
8996,THEY CALL ME...,"Margaret Thatcher, & I was actually quite chuffed when a Moscow newspaper gave me this nickname",UNKNOWN,200,Jeopardy
8996,MELLOW YELLOW,"When an ace is combined with any card from a 2 through 9 in this game, it's a soft hand",UNKNOWN,200,Jeopardy
8996,MEDALISTS IN PARIS,Chemist Jean-Marie Tarascon won a 2022 gold medal for work on the lithium-ion type of these,UNKNOWN,400,Jeopardy
8996,IT BORDERS BOTH COUNTRIES,Luxembourg &Andorra,UNKNOWN,400,Jeopardy
8996,TELE VISION,"As Ed Glosser, the trivial psychic on ""SNL"", he warned someone they're gonna get an ice cream headache for 8 or 9 seconds",UNKNOWN,400,Jeopardy
8996,DANGER BIRD,"Found on Canadian coins, it's known to kill ducks & even others of its own kind that enter its territory",UNKNOWN,400,Jeopardy
8996,THEY CALL ME...,"Jehanne la Pucelle, or Joan of Arc, but I'm quite fond of the moniker ""Maid of"" this lovely city on the Loire",UNKNOWN,400,Jeopardy
8996,MELLOW YELLOW,"Before June gloom & no sky July, sun-loving Southern Californians have to suffer through this related period",UNKNOWN,400,Jeopardy
8996,MEDALISTS IN PARIS,The Institut de France houses 5 of these scholarly bodies & the medals of the one of sciences are awarded under its dome,UNKNOWN,600,Jeopardy
8996,IT BORDERS BOTH COUNTRIES,Kenya &Eritrea,UNKNOWN,600,Jeopardy
8996,TELE VISION,"In a time-traveling vision, this character sees his father Ned as a younger man & learns a thing or 2 about Jon Snow",UNKNOWN,600,Jeopardy
8996,DANGER BIRD,In 2013 a Kansas zoo went viral with a video of one of these big birds honking & chasing a gorilla around its enclosure,UNKNOWN,600,Jeopardy
8996,THEY CALL ME...,Benjamin Siegel--I'm a gangster & friends gave me this nickname; enemies who use it are cruising for a bruising,UNKNOWN,600,Jeopardy
8996,MELLOW YELLOW,"Steadfastly loyal, as in the title of a 1986 Madonna hit",UNKNOWN,600,Jeopardy
8996,MEDALISTS IN PARIS,"Born during the French Open in 1986, he grew up to dominate the event & receive the Grand Vermeil Medal of the City of Paris",UNKNOWN,800,Jeopardy
8996,IT BORDERS BOTH COUNTRIES,Ecuador &Bolivia,UNKNOWN,0,Jeopardy
8996,TELE VISION,"In this series based on a Stephen King novel, Anthony Michael Hall wakes up from a coma with psychic abilities",UNKNOWN,800,Jeopardy
8996,DANGER BIRD,"Mimus polyglottos, it's notorious for dive-bombing humans & other animals that approach its nests",UNKNOWN,800,Jeopardy
8996,THEY CALL ME...,"""Uncle Sam""; you may be familiar with a historic WWI recruiting poster in which these 3 words implored Americans to join up",UNKNOWN,800,Jeopardy
8996,MELLOW YELLOW,"A chilled beverage from Starbucks with coconut milk, açaí & strawberry is called this",UNKNOWN,800,Jeopardy
8996,MEDALISTS IN PARIS,Military medal ceremonies are often  held in the courtyard of this complex that was begun to serve injured veterans,UNKNOWN,1000,Jeopardy
8996,IT BORDERS BOTH COUNTRIES,Guatemala &Nicaragua,UNKNOWN,1000,Jeopardy
8996,TELE VISION,I have a vision that you'll name this show that starred supernaturally gifted Patricia Arquette as a crime solver,UNKNOWN,1000,Jeopardy
8996,DANGER BIRD,"Called the world's most dangerous bird, this emu relative has dagger-like toes & can run 30 miles per hour or more",UNKNOWN,1000,Jeopardy
8996,THEY CALL ME...,"""La Divina"", & I'm this soprano who made a sizzling headliner at La Scala in 1951",UNKNOWN,1000,Jeopardy
8996,MELLOW YELLOW,"In French, this veggie is un haricot vert",UNKNOWN,1000,Jeopardy
8996,AMERICAN HISTORY,"An 1882 Exclusion Act barred immigrants from this country, though many had built the Central Pacific Railroad",UNKNOWN,400,Double Jeopardy
8996,HODGEPODGE,"The earliest known flag of orange, white & green stripes to represent this country dates from 1848",UNKNOWN,400,Double Jeopardy
8996,MY ART IS FULL,"Keeping art very local from the 1890s until 1926, Monet's series of about 250 oil paintings focused on a pond of these in his garden",UNKNOWN,400,Double Jeopardy
8996,4-LETTER WORDS,Fix your female kitty,UNKNOWN,400,Double Jeopardy
8996,HOLLYWOOD FAMILIES,"(Michael Douglas presents the clue.)  With showbiz roots that go back to his maternal great grandfather, Harry Warner, of Warner Brothers fame, Cole Hauser plays tough guy ranch foreman Rip Wheeler on this series",UNKNOWN,400,Double Jeopardy
8996,NOVEL CHANGE A LETTER,Ranch hands George & Lennie embrace a Buddhist state of calm,UNKNOWN,400,Double Jeopardy
8996,AMERICAN HISTORY,"Before succeeding Thomas Jefferson as president, James Madison served for 8 years in TJ's Cabinet in this post",UNKNOWN,800,Double Jeopardy
8996,HODGEPODGE,"Pope Siricius is remembered for a 4th c. edict requiring this practice for priests, among whom he was probably not popular",UNKNOWN,800,Double Jeopardy
8996,MY ART IS FULL,"2 big events for this woman in 1958: she painted ""Making Apple Butter"" & also turned 98",UNKNOWN,800,Double Jeopardy
8996,4-LETTER WORDS,That's some nerve; it's also another word for bile,UNKNOWN,800,Double Jeopardy
8996,HOLLYWOOD FAMILIES,Kate & Oliver Hudson have praise for mom Goldie Hawn & this actor-stepdad who helped raise them,UNKNOWN,800,Double Jeopardy
8996,NOVEL CHANGE A LETTER,Upton Sinclair's magnum opus about one man's attempt to write the perfect catchy advertising tune,UNKNOWN,800,Double Jeopardy
8996,AMERICAN HISTORY,"This epidemic came to the U.S. in 1918 & spread rapidly in densely populated barracks, like at Fort Riley in Kansas",UNKNOWN,1200,Double Jeopardy
8996,HODGEPODGE,Candy Lightner led a movement against this after it led to her daughter's death while walking to a church carnival,UNKNOWN,1200,Double Jeopardy
8996,MY ART IS FULL,Here's a classic sample of this '80s artist who opened The Pop Shop in New York City before dying far too young in 1990,UNKNOWN,1200,Double Jeopardy
8996,4-LETTER WORDS,"Sometimes preceding probandi, this burden is on you",UNKNOWN,0,Double Jeopardy
8996,HOLLYWOOD FAMILIES,"(Michael Douglas presents the clue.) Early in their careers, these two brothers appeared on their father Lloyd's TV adventure series ""Sea Hunt""",UNKNOWN,1200,Double Jeopardy
8996,NOVEL CHANGE A LETTER,H.G. Wells' sordid tale of a man who creates a device capable of making a distressing number of clones of Marcel Marceau,UNKNOWN,1200,Double Jeopardy
8996,AMERICAN HISTORY,"In 1916 this Mexican bandit & revolutionary attacked Columbus, New Mexico, killing 18 U.S. citizens",UNKNOWN,1600,Double Jeopardy
8996,HODGEPODGE,"Scientifically Chironex fleckeri, the sea wasp is a deadly Pacific variety of this",UNKNOWN,1600,Double Jeopardy
8996,MY ART IS FULL,"In 1796 this artist may not have finished painting George Washington's head, but the image was on the money in 1869",UNKNOWN,0,Double Jeopardy
8996,4-LETTER WORDS,Osculate,UNKNOWN,1600,Double Jeopardy
8996,HOLLYWOOD FAMILIES,"An actress & now a singer, she made the cover of People magazine as an infant, ""Elvis's First Grandchild""",UNKNOWN,1600,Double Jeopardy
8996,NOVEL CHANGE A LETTER,"Simon & Piggy, in desperate need of cooking supplies, render some fat from winged insects",UNKNOWN,1600,Double Jeopardy
8996,AMERICAN HISTORY,"In the years before the Revolution, the colonies stayed in touch via the alliterative Committees of this",UNKNOWN,2000,Double Jeopardy
8996,HODGEPODGE,"Founded as a British Colonial post in 1893, Entebbe, Uganda is located on the northwest shore of this body of water",UNKNOWN,2000,Double Jeopardy
8996,MY ART IS FULL,"One of the jollier Dutch masters, Jan Steen painted everyday scenes like  players of this 9-pin bowling game outside an inn",UNKNOWN,2000,Double Jeopardy
8996,4-LETTER WORDS,A street urchin or ragamuffin,UNKNOWN,2000,Double Jeopardy
8996,HOLLYWOOD FAMILIES,"(Michael Douglas presents the clue.) In the 2015 Western film ""Forsaken"", this father & son played father & son on screen for the first time",UNKNOWN,2000,Double Jeopardy
8996,NOVEL CHANGE A LETTER,"Cormac McCarthy's saga of an aged, female chicken caught up in a world of drugs & killers",UNKNOWN,2000,Double Jeopardy
8996,U.S. PLACE NAMES,"This name of a national forest means ""fool"" & may be one Apache group's name for another group; it's also a problematic TV character",UNKNOWN,0,Final Jeopardy
8995,FLAVORS,For decades Pop-Tarts' No. 1 bestselling flavor has been frosted this fruit,UNKNOWN,200,Jeopardy
8995,ALSO A BIRD,Pharoah or Leno,UNKNOWN,200,Jeopardy
8995,SPRING IN YOUR STEP,"An order from Gimbels department store helped elevate sales of these sticks, a 1920s fad",UNKNOWN,200,Jeopardy
8995,SUMMER READING,This 1973 Lois Duncan thriller was turned into a 1997 slasher film with Jennifer Love Hewitt,UNKNOWN,200,Jeopardy
8995,TAKING A FALL,"In 2024 he stepped into some Majors shoes as stunt man Colt Seavers in ""The Fall Guy""",UNKNOWN,200,Jeopardy
8995,THE WINTER OF OUR DISCONTENT,"Not learning from history & bewaring some ides, King Odoacer of Italy went to a banquet he would not survive on this date in 493",UNKNOWN,200,Jeopardy
8995,FLAVORS,"Traditionally, marzipan gets its unique flavor from these nuts & is often enhanced with the extract",UNKNOWN,400,Jeopardy
8995,ALSO A BIRD,"A jolly escapade, or a prank",UNKNOWN,400,Jeopardy
8995,SPRING IN YOUR STEP,"A nursery rhyme concerns nimble, quick Jack & this feat of his",UNKNOWN,400,Jeopardy
8995,SUMMER READING,"The nonfiction ""The Boys of Summer"", about the Brooklyn  Dodgers of the 1950s, mentions this ballpark in the subtitle",UNKNOWN,0,Jeopardy
8995,TAKING A FALL,"This ""Commando"" actor, holding a guy by his leg over a cliff: ""Remember... when I promised to kill you last?"" (lets go) ""I lied""",UNKNOWN,400,Jeopardy
8995,THE WINTER OF OUR DISCONTENT,"In Feb. 62 A.D. this city & Herculaneum were hit by a big earthquake, but that was nothing compared to what was coming up 17 years later",UNKNOWN,400,Jeopardy
8995,FLAVORS,"Calbee makes Japanese snacks, including Kappa Ebisen crackers, flavored with this shellfish, the ebi",UNKNOWN,600,Jeopardy
8995,ALSO A BIRD,Any New Zealander,UNKNOWN,600,Jeopardy
